timestamp,flight_id,gate,aircraft_type,weather_condition,baggage_delay_minutes,fuel_trucks_available,staff_availability,runway_congestion,arrival_delay_minutes,taxi_time_minutes,scheduled_turnaround_minutes,passenger_count,peak_hour,delay_probability,actual_turnaround_delay_minutes
2025-01-18 01:09:00,BA569,E34,B737,Fog,3,4,Low,Low,13,10,49,203,0,0.289,11
2025-01-18 01:21:00,LH275,A20,B787,Clear,0,8,Medium,Low,3,9,93,291,0,0.034,1
2025-01-18 01:33:00,EK325,E23,A320,Clear,14,2,Medium,Medium,21,15,67,163,0,0.253,2
2025-01-18 01:50:00,IX718,A19,B787,Clear,5,6,Medium,Low,9,12,98,220,0,0.067,8
2025-01-18 02:04:00,UK908,B4,A320,Clear,6,7,High,Low,2,16,63,170,0,0.057,2
2025-01-18 02:20:00,QR274,B24,B787,Rain,2,4,High,Low,24,6,112,240,0,0.157,0
2025-01-18 02:29:00,QR666,E16,A350,Clear,13,3,High,Medium,12,14,119,294,0,0.123,0
2025-01-18 02:34:00,SG188,D20,A350,Clear,6,8,Low,Low,2,9,111,262,0,0.164,15
2025-01-18 02:44:00,LH977,C3,ATR72,Clear,10,0,Medium,High,7,20,34,75,0,0.259,12
2025-01-18 03:01:00,AF600,B12,B777,Clear,19,1,Low,High,9,18,72,370,0,0.4,18
2025-01-18 03:16:00,SG705,B7,B737,Clear,12,5,Medium,Medium,1,9,66,203,0,0.081,8
2025-01-18 03:20:00,BA957,B17,A320,Windy,11,6,Medium,Low,9,9,65,165,0,0.097,0
2025-01-18 03:30:00,BA385,B31,A350,Windy,7,7,Low,Low,0,6,119,339,0,0.177,6
2025-01-18 03:34:00,AI847,C24,A320,Rain,6,5,High,Medium,14,12,54,153,0,0.176,3
2025-01-18 03:45:00,LH853,D25,B787,Fog,0,6,Medium,Low,8,8,72,280,0,0.145,0
2025-01-18 04:03:00,SG353,D12,A320,Fog,5,6,Medium,Low,6,10,51,182,0,0.154,7
2025-01-18 04:08:00,EK544,E5,B737,Fog,3,8,Low,Low,19,6,58,184,0,0.299,5
2025-01-18 04:25:00,QR327,A22,B737,Clear,6,4,Medium,Low,10,13,49,189,0,0.074,12
2025-01-18 04:34:00,QR252,C2,ATR72,Clear,5,7,High,Low,3,7,39,67,0,0.041,0
2025-01-18 04:47:00,QR105,C17,A320,Clear,7,4,Medium,Low,0,14,46,146,0,0.05,0
2025-01-18 04:57:00,LH145,B6,ATR72,Fog,11,3,High,Medium,7,10,33,72,0,0.197,11
2025-01-18 05:10:00,AI581,E13,A321,Storm,4,7,Low,Low,18,8,83,188,0,0.368,25
2025-01-18 05:20:00,AF134,C16,A320,Rain,4,6,Medium,Low,12,10,67,160,0,0.135,6
2025-01-18 05:35:00,LH643,D24,B737,Clear,4,8,High,Low,3,11,68,208,0,0.046,0
2025-01-18 05:49:00,LH590,B6,A320,Fog,11,6,Medium,Low,25,12,59,148,0,0.224,9
2025-01-18 05:59:00,6E563,A11,A320,Clear,0,5,Low,Low,8,9,46,165,0,0.168,5
2025-01-18 06:07:00,BA346,E31,B737,Clear,7,0,Medium,High,8,12,41,209,1,0.3,12
2025-01-18 06:12:00,6E671,D8,ATR72,Clear,18,0,Medium,High,1,20,35,70,1,0.319,8
2025-01-18 06:22:00,AI809,A21,B787,Clear,12,4,Medium,Medium,0,16,79,256,1,0.151,11
2025-01-18 06:26:00,LH323,A27,B787,Windy,11,2,High,Medium,4,8,96,306,1,0.268,8
2025-01-18 06:35:00,UK467,B8,B737,Clear,19,0,High,High,6,12,56,206,1,0.321,6
2025-01-18 06:41:00,IX344,D9,B737,Clear,20,2,Medium,High,8,13,57,187,1,0.331,2
2025-01-18 06:57:00,6E116,D22,B787,Windy,12,0,Medium,High,0,16,66,296,1,0.318,27
2025-01-18 07:10:00,BA785,A29,A320,Rain,8,2,Medium,High,10,21,47,165,1,0.39,20
2025-01-18 07:21:00,IX265,B11,ATR72,Windy,9,3,High,Medium,6,9,31,77,1,0.171,5
2025-01-18 07:38:00,BA978,E8,A320,Clear,15,1,High,High,13,15,43,144,1,0.337,12
2025-01-18 07:53:00,QR865,D10,A350,Rain,6,5,Low,Medium,14,15,98,294,1,0.361,18
2025-01-18 08:11:00,QR124,E6,ATR72,Fog,5,5,Medium,Medium,16,11,31,75,1,0.271,16
2025-01-18 08:20:00,BA574,A33,B737,Clear,14,2,Medium,High,0,16,53,202,1,0.301,14
2025-01-18 08:25:00,UK995,D15,B777,Windy,15,0,Medium,High,3,15,70,394,1,0.331,7
2025-01-18 08:35:00,LH289,E10,B787,Clear,8,3,Medium,Medium,0,16,120,295,1,0.142,0
2025-01-18 08:52:00,EK741,B7,A321,Clear,10,5,Medium,Medium,5,16,115,181,1,0.161,12
2025-01-18 08:57:00,BA820,E16,ATR72,Windy,12,3,Low,Medium,10,10,27,67,1,0.31,5
2025-01-18 09:04:00,AI981,D5,B787,Rain,6,3,High,Medium,18,13,109,297,1,0.249,15
2025-01-18 09:14:00,6E494,C29,B737,Clear,14,3,High,Medium,0,13,46,171,1,0.15,5
2025-01-18 09:27:00,EK643,B30,A320,Rain,13,1,High,High,7,20,47,155,1,0.391,15
2025-01-18 09:37:00,AI403,D31,ATR72,Rain,15,1,Medium,High,5,19,30,71,1,0.388,9
2025-01-18 09:49:00,LH870,A2,B787,Fog,16,0,Medium,High,19,15,92,266,1,0.455,20
2025-01-18 09:54:00,IX814,C9,B737,Clear,15,1,Medium,High,4,17,69,181,1,0.316,13
2025-01-18 10:04:00,QR655,E33,A350,Fog,7,7,Medium,Low,16,7,67,314,0,0.181,6
2025-01-18 10:21:00,QR913,D32,B787,Clear,11,4,Medium,Medium,5,16,97,220,0,0.103,7
2025-01-18 10:29:00,SG906,A29,B737,Windy,3,6,High,Low,6,9,55,199,0,0.071,2
2025-01-18 10:44:00,6E735,C23,A321,Clear,6,6,Low,Low,9,11,97,218,0,0.187,14
2025-01-18 10:53:00,EK853,E6,A321,Clear,7,7,High,Low,0,9,99,228,0,0.041,5
2025-01-18 11:00:00,AI627,C13,A320,Rain,0,4,High,Low,1,10,68,165,0,0.096,9
2025-01-18 11:09:00,EK152,A17,A321,Clear,15,2,High,Medium,3,16,76,238,0,0.206,8
2025-01-18 11:25:00,6E492,C21,A350,Clear,8,2,High,High,4,15,116,259,0,0.237,14
2025-01-18 11:31:00,EK576,A1,B737,Clear,6,4,Medium,Low,0,6,69,201,0,0.033,1
2025-01-18 11:36:00,QR141,B1,B787,Windy,0,4,High,Medium,3,13,100,249,0,0.09,0
2025-01-18 11:48:00,EK475,B25,A321,Clear,10,5,Medium,Low,14,7,69,188,0,0.083,1
2025-01-18 12:02:00,UK763,E16,B737,Rain,13,5,High,Medium,12,9,51,191,0,0.18,6
2025-01-18 12:07:00,AF821,E32,B737,Clear,3,4,Low,Low,13,12,65,172,0,0.194,5
2025-01-18 12:19:00,6E674,E3,B737,Clear,7,6,Medium,Low,0,8,45,162,0,0.039,10
2025-01-18 12:31:00,SG241,B20,B737,Clear,7,4,Medium,Low,12,11,55,173,0,0.078,11
2025-01-18 12:38:00,EK344,C4,A320,Clear,2,4,Medium,Medium,3,18,57,159,0,0.081,8
2025-01-18 12:56:00,AF216,B21,A321,Clear,12,5,Medium,Low,4,9,95,207,0,0.063,0
2025-01-18 13:12:00,BA855,E26,A320,Clear,10,3,Medium,High,11,18,46,145,0,0.166,6
2025-01-18 13:21:00,QR992,D26,A321,Storm,9,7,High,Low,24,13,65,201,0,0.284,17
2025-01-18 13:30:00,SG871,A16,A321,Windy,10,3,Medium,High,9,12,83,204,0,0.172,7
2025-01-18 13:45:00,SG428,A18,B737,Clear,12,5,Medium,Medium,0,11,66,201,0,0.082,3
2025-01-18 14:02:00,EK373,A14,B777,Clear,7,4,Medium,Low,2,7,100,323,0,0.043,1
2025-01-18 14:16:00,AF796,C27,B737,Rain,0,8,Medium,Low,10,9,53,187,0,0.119,3
2025-01-18 14:33:00,LH383,D23,B737,Clear,7,2,Medium,Medium,0,12,45,169,0,0.173,12
2025-01-18 14:39:00,AI164,C5,A321,Clear,15,2,High,Medium,24,18,85,198,0,0.269,3
2025-01-18 14:46:00,EK453,E10,B737,Rain,8,3,Low,Medium,12,12,61,179,0,0.295,12
2025-01-18 14:51:00,BA597,B28,ATR72,Windy,16,7,Medium,Low,0,8,27,72,0,0.081,13
2025-01-18 14:57:00,AF639,E33,A320,Windy,4,4,Medium,Low,10,13,50,183,0,0.091,6
2025-01-18 15:05:00,6E581,A3,A320,Clear,15,0,Medium,High,12,14,45,170,0,0.273,7
2025-01-18 15:12:00,AF794,A16,A321,Clear,9,5,Medium,Low,0,15,72,182,0,0.056,4
2025-01-18 15:18:00,AF399,E9,ATR72,Windy,7,4,High,Low,0,6,39,68,0,0.057,0
2025-01-18 15:31:00,BA735,D12,A320,Clear,10,8,Medium,Low,0,13,62,166,0,0.054,0
2025-01-18 15:37:00,EK919,A4,A320,Clear,9,3,Medium,Medium,7,14,49,151,0,0.101,0
2025-01-18 15:53:00,6E292,C7,B777,Windy,12,4,Medium,Medium,0,11,91,320,0,0.104,5
2025-01-18 16:09:00,BA189,B16,A320,Clear,5,7,Medium,Low,0,13,50,165,0,0.043,0
2025-01-18 16:23:00,6E500,C25,A321,Fog,6,7,Medium,Low,17,10,118,223,0,0.187,14
2025-01-18 16:28:00,UK395,A7,A320,Rain,6,8,Medium,Low,15,10,61,173,0,0.148,9
2025-01-18 16:34:00,6E211,E20,B737,Rain,12,4,Medium,Low,13,13,46,166,0,0.161,15
2025-01-18 16:50:00,UK382,B10,A320,Clear,12,4,High,Low,1,13,69,169,0,0.062,3
2025-01-18 17:04:00,6E813,A7,A320,Clear,19,3,Medium,High,9,18,50,145,1,0.24,12
2025-01-18 17:15:00,UK608,B35,A321,Clear,16,1,High,High,7,16,111,202,1,0.325,11
2025-01-18 17:26:00,UK995,E11,ATR72,Clear,17,5,Medium,Medium,8,11,32,63,1,0.176,5
2025-01-18 17:42:00,SG633,C16,ATR72,Storm,19,0,Medium,High,17,12,40,72,1,0.517,12
2025-01-18 17:55:00,AI400,B3,A320,Clear,8,2,High,High,0,13,65,140,1,0.282,19
2025-01-18 18:11:00,LH798,E13,ATR72,Clear,14,1,High,High,2,12,26,65,1,0.299,11
2025-01-18 18:24:00,AF235,A25,A320,Clear,3,2,Medium,Medium,2,19,43,160,1,0.242,13
2025-01-18 18:35:00,BA455,E8,A320,Windy,9,3,High,Medium,12,11,56,148,1,0.191,2
2025-01-18 18:49:00,LH554,D15,A350,Clear,21,1,Medium,High,0,16,101,323,1,0.316,14
2025-01-18 19:07:00,AI398,D1,B737,Clear,11,2,Medium,High,10,16,67,192,1,0.322,16
2025-01-18 19:25:00,SG164,B35,A321,Clear,12,4,Low,Medium,3,18,71,204,1,0.283,7
2025-01-18 19:38:00,AI992,E6,A320,Fog,20,2,Low,High,25,22,51,183,1,0.614,25
2025-01-18 19:52:00,SG954,D16,B777,Clear,11,0,High,High,21,16,92,358,1,0.353,9
2025-01-18 20:06:00,AF760,D1,A321,Fog,9,5,Low,Medium,7,14,108,180,1,0.38,11
2025-01-18 20:19:00,EK521,D33,ATR72,Rain,13,1,Low,High,19,19,40,75,1,0.543,21
2025-01-18 20:28:00,QR451,E20,B737,Clear,15,3,High,High,5,15,46,201,1,0.215,8
2025-01-18 20:45:00,EK597,D28,A320,Rain,11,2,Low,Medium,11,14,49,182,1,0.462,13
2025-01-18 20:59:00,QR781,D12,A320,Clear,12,3,Medium,High,0,15,48,165,1,0.194,15
2025-01-18 21:08:00,AF962,A3,A321,Storm,12,5,Medium,Medium,14,14,120,207,0,0.292,9
2025-01-18 21:14:00,AF555,A23,B787,Windy,7,5,Medium,Medium,0,16,89,318,0,0.102,0
2025-01-18 21:25:00,BA411,B6,A321,Clear,6,8,High,Low,0,13,96,183,0,0.046,0
2025-01-18 21:30:00,QR235,C7,B737,Clear,6,5,Medium,Low,4,11,42,179,0,0.053,2
2025-01-18 21:41:00,IX275,A31,B777,Clear,9,3,Medium,Medium,0,8,112,354,0,0.07,0
2025-01-18 21:52:00,IX332,A30,A320,Storm,9,8,Medium,Low,20,8,55,156,0,0.264,2
2025-01-18 22:06:00,BA480,A28,A320,Clear,0,6,Medium,Low,0,13,54,180,0,0.032,0
2025-01-18 22:14:00,IX888,B18,A321,Windy,8,6,Medium,Low,2,12,112,187,0,0.076,0
2025-01-18 22:30:00,AI251,E24,A321,Clear,2,4,High,Low,2,16,89,218,0,0.048,12
2025-01-18 22:38:00,EK391,A35,A321,Fog,16,0,Medium,High,14,18,75,231,0,0.387,17
2025-01-18 22:51:00,BA270,E21,B787,Clear,6,5,Medium,Low,8,11,102,277,0,0.064,0
2025-01-18 22:55:00,QR264,A12,B737,Windy,10,2,Low,High,3,19,65,192,0,0.388,15
2025-01-18 23:04:00,AF392,B30,B737,Clear,8,8,Medium,Low,2,7,52,183,0,0.045,0
2025-01-18 23:16:00,UK279,A34,A320,Rain,2,4,Low,Low,3,14,58,170,0,0.233,6
2025-01-18 23:21:00,UK265,C6,A350,Clear,4,8,Medium,Low,17,13,69,341,0,0.089,1
2025-01-18 23:29:00,SG219,A6,B777,Clear,11,5,High,Medium,3,11,84,342,0,0.088,6
2025-01-18 23:40:00,AI424,E17,A350,Clear,8,3,Medium,Medium,5,16,79,318,0,0.096,9
2025-01-18 23:51:00,QR229,C24,ATR72,Rain,4,6,Medium,Low,16,7,31,71,0,0.141,8
2025-01-18 23:55:00,BA366,C24,B737,Clear,15,2,High,High,8,16,66,167,0,0.265,23
2025-01-18 23:59:00,EK288,D31,ATR72,Windy,3,5,Medium,Low,15,7,37,65,0,0.092,6
2025-01-19 00:08:00,SG675,B26,A320,Clear,12,5,High,Medium,5,11,44,167,0,0.096,4
2025-01-19 00:25:00,AI781,C22,ATR72,Rain,16,1,Medium,High,26,14,33,77,0,0.38,11
2025-01-19 00:33:00,EK452,D8,B737,Fog,11,5,Low,Medium,13,12,68,208,0,0.337,19
2025-01-19 00:38:00,UK481,E12,B737,Clear,3,0,High,High,0,11,52,184,0,0.207,1
2025-01-19 00:52:00,BA652,D28,A320,Clear,16,5,Medium,Low,9,13,60,183,0,0.093,3
2025-01-19 01:09:00,UK646,D6,A321,Clear,10,5,High,Low,0,13,115,185,0,0.054,0
2025-01-19 01:26:00,IX224,B29,A321,Clear,4,6,Low,Low,9,11,92,189,0,0.183,7
2025-01-19 01:31:00,AI514,D8,A320,Clear,1,8,Medium,Low,5,13,48,140,0,0.049,0
2025-01-19 01:44:00,BA886,E33,A320,Windy,15,2,Medium,Medium,0,13,68,161,0,0.214,17
2025-01-19 01:57:00,UK569,D10,A321,Windy,4,4,Low,Low,15,16,86,240,0,0.231,10
2025-01-19 02:09:00,EK259,D16,A350,Fog,7,2,High,Medium,9,17,68,340,0,0.306,19
2025-01-19 02:19:00,AI856,E23,ATR72,Clear,12,6,Medium,Low,4,13,25,78,0,0.07,2
2025-01-19 02:30:00,AF619,D7,ATR72,Windy,3,7,High,Low,16,15,26,68,0,0.109,0
2025-01-19 02:43:00,EK762,B26,A320,Clear,5,2,Medium,Medium,5,16,43,152,0,0.19,0
2025-01-19 02:55:00,IX585,D29,B777,Clear,7,8,Medium,Low,0,12,68,365,0,0.046,0
2025-01-19 03:11:00,IX872,E15,B737,Clear,13,2,Medium,Medium,3,10,57,199,0,0.191,8
2025-01-19 03:26:00,QR782,A24,B737,Clear,0,8,Medium,Low,0,11,59,206,0,0.029,0
2025-01-19 03:44:00,UK918,C32,A320,Clear,0,4,Medium,Medium,0,17,57,169,0,0.067,2
2025-01-19 03:48:00,QR846,B30,B737,Rain,4,8,Medium,Low,19,9,50,187,0,0.153,7
2025-01-19 03:59:00,BA446,A13,ATR72,Fog,7,8,Low,Low,12,11,40,61,0,0.297,16
2025-01-19 04:17:00,6E849,E34,B737,Clear,9,2,High,Medium,1,12,47,189,0,0.18,0
2025-01-19 04:33:00,BA141,D19,B787,Clear,11,4,Medium,Medium,0,15,101,256,0,0.087,2
2025-01-19 04:46:00,UK794,A11,B737,Clear,7,6,Medium,Low,10,8,40,162,0,0.067,4
2025-01-19 05:00:00,AF219,B14,B787,Windy,8,8,Low,Low,5,8,99,235,0,0.197,11
2025-01-19 05:07:00,IX125,C25,B737,Clear,9,5,Medium,Low,5,7,68,191,0,0.055,0
2025-01-19 05:16:00,LH732,A20,A320,Rain,6,4,Medium,Low,17,6,47,169,0,0.147,2
2025-01-19 05:29:00,SG556,C26,B787,Storm,8,5,Medium,Medium,22,9,118,266,0,0.296,10
2025-01-19 05:40:00,EK194,D12,ATR72,Fog,8,4,Medium,Medium,7,12,35,61,0,0.194,4
2025-01-19 05:52:00,EK156,D28,B737,Clear,8,8,High,Low,0,11,45,198,0,0.046,0
2025-01-19 05:58:00,QR756,B14,A320,Rain,4,5,Medium,Low,14,11,43,183,0,0.143,3
2025-01-19 06:02:00,SG697,A19,ATR72,Rain,13,3,Medium,High,0,21,27,71,1,0.273,15
2025-01-19 06:13:00,AF327,A5,A321,Clear,12,5,Medium,Medium,0,11,99,196,1,0.142,3
2025-01-19 06:18:00,IX300,D27,A320,Windy,7,3,High,High,14,21,59,167,1,0.255,22
2025-01-19 06:34:00,AI185,A20,A321,Rain,5,4,Medium,Medium,13,17,91,201,1,0.24,8
2025-01-19 06:52:00,AF969,B7,B737,Clear,12,3,High,High,0,20,61,203,1,0.203,8
2025-01-19 07:09:00,BA793,C12,ATR72,Clear,7,2,High,Medium,7,13,34,69,1,0.254,11
2025-01-19 07:18:00,6E624,C33,A320,Clear,14,2,Medium,High,17,16,68,141,1,0.348,23
2025-01-19 07:33:00,LH299,B8,B737,Windy,12,3,High,Medium,10,12,49,194,1,0.194,13
2025-01-19 07:38:00,BA425,E26,A320,Clear,10,4,Medium,Medium,0,10,45,157,1,0.136,7
2025-01-19 07:50:00,QR719,E27,B737,Fog,11,3,Medium,High,15,20,60,171,1,0.342,15
2025-01-19 08:04:00,AF157,B27,B737,Windy,7,3,Medium,Medium,18,14,49,178,1,0.209,14
2025-01-19 08:10:00,EK507,C31,B787,Windy,0,3,Medium,Medium,10,15,89,265,1,0.173,17
2025-01-19 08:14:00,UK833,A17,B737,Clear,4,4,Low,Medium,14,18,48,186,1,0.296,0
2025-01-19 08:21:00,LH478,D21,A321,Windy,11,2,Medium,Medium,12,12,112,181,1,0.297,8
2025-01-19 08:36:00,LH481,D35,B737,Clear,17,2,Medium,High,0,16,70,188,1,0.307,17
2025-01-19 08:47:00,AI391,E25,A320,Clear,22,0,High,High,9,17,56,160,1,0.345,10
2025-01-19 08:58:00,EK459,E33,A320,Windy,5,4,Medium,Medium,16,12,64,159,1,0.195,14
2025-01-19 09:10:00,IX556,D2,A350,Clear,13,1,Medium,High,0,18,98,331,1,0.302,11
2025-01-19 09:22:00,AF189,B25,A321,Windy,10,1,High,High,21,15,84,182,1,0.371,20
2025-01-19 09:35:00,SG845,E15,A350,Clear,18,1,Medium,High,0,14,104,326,1,0.306,10
2025-01-19 09:41:00,BA859,A2,A350,Clear,6,2,Medium,Medium,18,12,113,264,1,0.281,16
2025-01-19 09:50:00,LH922,C35,B787,Clear,17,1,High,High,7,17,118,265,1,0.329,20
2025-01-19 09:59:00,BA395,B32,B787,Storm,11,1,Medium,High,36,13,107,313,1,0.554,26
2025-01-19 10:17:00,UK925,E15,A321,Windy,1,6,Medium,Low,4,11,104,182,0,0.064,0
2025-01-19 10:25:00,LH846,D15,A320,Windy,6,5,Medium,Low,0,7,63,174,0,0.057,5
2025-01-19 10:35:00,LH242,A23,B737,Clear,7,7,High,Low,0,14,54,207,0,0.05,0
2025-01-19 10:45:00,QR712,E12,A320,Clear,8,5,Medium,Medium,0,15,58,165,0,0.081,3
2025-01-19 11:01:00,6E247,B8,B737,Storm,6,8,Medium,Low,8,13,51,175,0,0.233,8
2025-01-19 11:10:00,SG410,B31,B737,Clear,15,0,High,High,0,14,54,171,0,0.239,18
2025-01-19 11:24:00,BA988,A25,B737,Clear,0,7,Medium,Low,0,15,45,165,0,0.036,5
2025-01-19 11:37:00,AF443,C15,A320,Windy,8,2,High,Medium,17,14,57,174,0,0.248,11
2025-01-19 11:41:00,6E704,C5,A320,Clear,15,3,High,High,8,18,69,146,0,0.169,19
2025-01-19 11:57:00,LH190,A17,A321,Rain,9,3,High,Medium,10,9,88,188,0,0.166,6
2025-01-19 12:11:00,AI519,A25,A320,Windy,17,5,High,Medium,15,11,66,186,0,0.157,6
2025-01-19 12:25:00,IX524,B7,B787,Clear,4,2,Medium,Medium,0,13,114,238,0,0.168,3
2025-01-19 12:34:00,UK669,A35,A320,Clear,2,7,High,Low,8,10,68,180,0,0.054,0
2025-01-19 12:39:00,BA827,D11,A320,Clear,1,5,Medium,Medium,0,8,55,171,0,0.053,0
2025-01-19 12:48:00,QR873,B33,ATR72,Fog,11,4,Medium,Low,15,10,35,73,0,0.192,6
2025-01-19 12:53:00,UK304,B18,B737,Windy,2,7,Low,Low,10,10,60,177,0,0.201,3
2025-01-19 13:05:00,UK952,D8,B737,Clear,4,5,High,Low,0,9,62,182,0,0.034,0
2025-01-19 13:19:00,LH396,E13,A320,Clear,8,3,Medium,Medium,5,12,58,169,0,0.089,4
2025-01-19 13:29:00,AF602,A6,ATR72,Windy,10,6,High,Low,12,13,36,67,0,0.11,0
2025-01-19 13:37:00,AI942,E8,A321,Windy,4,8,Low,Low,12,12,113,238,0,0.215,4
2025-01-19 13:45:00,IX954,D26,A320,Clear,9,5,High,Low,0,12,56,186,0,0.05,1
2025-01-19 14:00:00,QR411,A31,B737,Clear,9,1,High,High,1,23,44,193,0,0.245,11
2025-01-19 14:17:00,BA672,C29,B737,Clear,16,6,Medium,Low,0,13,70,196,0,0.068,0
2025-01-19 14:31:00,BA329,E34,A320,Windy,6,8,Medium,Low,12,13,56,169,0,0.101,0
2025-01-19 14:49:00,AI910,C31,A320,Storm,11,6,Medium,Low,18,10,63,142,0,0.267,8
2025-01-19 15:02:00,AI257,C29,B777,Clear,10,1,Low,High,17,17,72,309,0,0.401,22
2025-01-19 15:19:00,IX407,E4,A321,Windy,19,1,Medium,High,0,20,118,200,0,0.281,14
2025-01-19 15:25:00,BA227,C11,B737,Clear,5,2,Medium,Medium,8,10,58,183,0,0.187,17
2025-01-19 15:34:00,IX527,B7,A320,Clear,13,4,Medium,Medium,4,16,41,142,0,0.105,0
2025-01-19 15:39:00,UK603,D8,A321,Clear,4,4,Low,Low,2,17,76,189,0,0.174,0
2025-01-19 15:52:00,SG129,A18,ATR72,Rain,8,2,Medium,High,0,19,29,63,0,0.299,8
2025-01-19 16:06:00,6E883,E27,A321,Clear,6,7,Low,Low,11,10,69,204,0,0.191,8
2025-01-19 16:12:00,IX604,C27,B777,Windy,9,4,High,Low,3,10,93,365,0,0.077,4
2025-01-19 16:30:00,6E713,C34,A321,Clear,10,5,Medium,Low,0,4,112,226,0,0.038,5
2025-01-19 16:39:00,EK695,A35,ATR72,Clear,10,8,Medium,Low,6,11,39,62,0,0.068,0
2025-01-19 16:47:00,BA679,A1,ATR72,Clear,12,5,Medium,Medium,11,13,27,70,0,0.117,19
2025-01-19 17:01:00,LH989,D5,A321,Rain,3,4,Medium,Medium,13,9,117,239,1,0.221,14
2025-01-19 17:16:00,IX743,D14,A320,Clear,8,0,High,High,0,15,44,180,1,0.286,13
2025-01-19 17:30:00,BA810,C27,ATR72,Windy,7,3,Low,Medium,2,12,34,69,1,0.281,9
2025-01-19 17:40:00,6E482,B7,A350,Clear,15,5,Medium,Medium,10,12,98,304,1,0.179,19
2025-01-19 17:46:00,AF850,D13,A321,Clear,16,2,High,High,0,17,99,205,1,0.307,15
2025-01-19 17:59:00,QR117,A11,A320,Clear,12,1,Medium,High,0,17,46,141,1,0.298,9
2025-01-19 18:14:00,IX266,E30,B787,Clear,20,3,Low,High,10,15,105,243,1,0.36,16
2025-01-19 18:19:00,QR159,C23,A320,Clear,20,2,Low,High,0,14,59,156,1,0.43,17
2025-01-19 18:27:00,UK427,D12,B777,Clear,15,0,Low,High,4,16,120,392,1,0.434,15
2025-01-19 18:39:00,BA999,D7,A320,Windy,11,5,High,Medium,16,11,54,181,1,0.207,22
2025-01-19 18:49:00,UK465,D20,B787,Windy,22,3,Medium,High,18,19,70,315,1,0.296,23
2025-01-19 19:03:00,UK154,E27,B737,Clear,13,2,High,High,0,15,54,165,1,0.297,5
2025-01-19 19:19:00,IX469,B32,A350,Clear,10,5,High,Medium,7,13,65,305,1,0.161,6
2025-01-19 19:28:00,LH751,E33,B777,Clear,15,0,Medium,High,18,19,86,314,1,0.359,19
2025-01-19 19:45:00,EK149,A6,A320,Clear,15,1,Low,High,0,11,64,152,1,0.414,29
2025-01-19 19:51:00,IX398,E14,B777,Clear,7,2,Low,Medium,0,13,102,373,1,0.355,17
2025-01-19 20:05:00,AF754,E4,A321,Fog,17,3,Medium,High,29,21,98,196,1,0.396,10
2025-01-19 20:20:00,6E626,D34,A321,Clear,18,3,Medium,High,1,16,84,199,1,0.212,1
2025-01-19 20:37:00,SG884,B4,A320,Clear,3,2,Medium,Medium,4,10,69,179,1,0.232,14
2025-01-19 20:52:00,UK883,A14,B737,Clear,8,3,Medium,Medium,7,17,70,192,1,0.164,0
2025-01-19 21:06:00,6E713,A32,A320,Clear,4,5,High,Low,6,11,48,174,0,0.054,8
2025-01-19 21:24:00,UK656,A28,B737,Windy,13,4,Medium,Medium,8,14,69,210,0,0.134,7
2025-01-19 21:36:00,EK993,D23,B737,Clear,4,4,Medium,Medium,3,13,50,175,0,0.077,5
2025-01-19 21:41:00,EK946,B11,A350,Clear,11,0,High,High,0,16,116,338,0,0.234,21
2025-01-19 21:55:00,IX377,A25,B787,Windy,3,6,Low,Low,16,15,71,226,0,0.229,9
2025-01-19 22:09:00,EK198,B13,A321,Clear,4,5,Medium,Low,9,11,115,203,0,0.063,0
2025-01-19 22:19:00,AF693,D8,A320,Rain,4,6,Low,Low,15,13,48,176,0,0.269,8
2025-01-19 22:31:00,EK943,B5,A320,Windy,6,7,Low,Low,12,10,65,170,0,0.216,6
2025-01-19 22:40:00,UK113,D34,A320,Clear,11,1,Medium,High,0,25,69,153,0,0.25,8
2025-01-19 22:44:00,UK630,C18,ATR72,Windy,15,3,Medium,Medium,20,12,31,73,0,0.169,8
2025-01-19 22:53:00,IX481,E3,A320,Clear,7,8,Medium,Low,0,6,53,157,0,0.035,1
2025-01-19 23:01:00,BA521,A20,A320,Windy,8,4,High,Medium,22,12,55,184,0,0.159,18
2025-01-19 23:07:00,EK266,E4,B777,Clear,8,4,Low,Medium,20,14,113,323,0,0.255,13
2025-01-19 23:14:00,6E323,B31,B737,Clear,4,4,Medium,Low,9,15,67,177,0,0.07,1
2025-01-19 23:23:00,UK615,B23,A320,Windy,8,2,Low,Medium,5,18,45,172,0,0.342,18
2025-01-19 23:39:00,SG951,C24,B737,Rain,12,5,Medium,Low,14,10,56,202,0,0.159,8
2025-01-19 23:50:00,SG914,E22,A320,Storm,11,7,Medium,Low,21,14,52,142,0,0.282,13
2025-01-19 23:57:00,AF728,E15,A321,Windy,0,5,High,Low,14,6,98,218,0,0.081,8
2025-01-20 00:04:00,AF966,C27,B737,Clear,10,4,Medium,Low,7,12,43,185,0,0.072,9
2025-01-20 00:10:00,AF829,B8,A321,Clear,5,4,Low,Low,11,14,70,238,0,0.196,18
2025-01-20 00:16:00,AF819,B31,A321,Clear,2,8,Medium,Low,8,7,76,191,0,0.048,0
2025-01-20 00:21:00,6E527,C14,B777,Clear,8,7,Low,Low,5,14,111,386,0,0.186,5
2025-01-20 00:29:00,BA178,E10,B787,Clear,9,5,Medium,Medium,6,10,78,256,0,0.091,0
